datetime,day of week,total,place,product_names,quantities_product,Order status,location,Driver_id
2024-03-05 13:39:00,Thur,18.5,Cotham,"plain bread, americano, tiramisu croissant, almond croissant","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88784895339172, 127.74621881530686",1
2024-03-05 13:40:00,Thur,16.4,Gloucester Road,angbutter,[3.0],Completed,"37.88523860686778, 127.72635659846502",2
2024-03-05 13:46:00,Thur,16.3,Southville,"angbutter, plain bread, jam, tiramisu croissant","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87768278215689, 127.7544750147288",4
2024-03-05 13:48:00,Thur,27.8,City Centre,"angbutter, americano, caffe latte, tiramisu croissant, pain au chocolat, berry ade","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88964992971335, 127.84467214972511",5
2024-03-05 14:20:00,Thur,15.6,Redfield,"angbutter, americano","[2.0, 1.0]",Completed,,3
2024-03-05 14:26:00,Thur,14.3,Southville,"angbutter, croissant, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.8779003399406, 127.75378703711542",4
2024-03-05 14:49:00,Thur,20.8,Bedminster,"angbutter, caffe latte, cacao deep, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85593046665175, 127.73241453205821",2
2024-03-05 14:50:00,Thur,17.4,Bedminster,angbutter,[3.0],Completed,"37.85588404195881, 127.73197154420069",5
2024-03-05 15:03:00,Thur,17.3,Montpelier,"angbutter, croissant, caffe latte, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.877995223025906, 127.7482283761896",5
2024-03-05 15:26:00,Thur,15.1,Montpelier,"angbutter, croissant","[2.0, 1.0]",Completed,"37.877670845617395, 127.74788702809448",2
2024-03-05 15:29:00,Thur,15.3,Redfield,"angbutter, cacao deep, orange pound","[1.0, 1.0, 1.0]",Completed,,4
2024-03-05 15:56:00,Thur,20.6,City Centre,"angbutter, orange pound","[2.0, 2.0]",Completed,"37.88935659794608, 127.84526168106079",5
2024-03-06 11:07:00,Fri,19.8,Stokes Croft,"angbutter, plain bread, caffe latte, cacao deep","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85963304869125, 127.75000916724204",2
2024-03-06 11:53:00,Fri,17.5,Montpelier,"angbutter, croissant, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87660677311845, 127.74828385916301",5
2024-03-06 12:02:00,Fri,16.8,Stokes Croft,"angbutter, tiramisu croissant, orange pound","[1.0, 1.0, 1.0]",Completed,"37.8606035335973, 127.74982423010327",5
2024-03-06 12:15:00,Fri,18.5,Bedminster,"plain bread, cacao deep, pain au chocolat, vanilla latte","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85517967470643, 127.73209484135016",3
2024-03-06 12:21:00,Fri,16.3,Gloucester Road,"angbutter, milk tea, cheese cake","[1.0, 1.0, 1.0]",Completed,"37.88400038798924, 127.72686453406538",3
2024-03-06 12:22:00,Fri,22.8,Cotham,"angbutter, plain bread, croissant, caffe latte, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.8879367445242, 127.74619549119693",4
2024-03-06 12:22:00,Fri,14.8,Montpelier,"angbutter, croissant, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.877135604846245, 127.74726555403804",4
2024-03-06 12:24:00,Fri,25.6,Southville,"angbutter, plain bread, croissant, pain au chocolat","[2.0, 2.0, 1.0, 1.0]",Completed,"37.87682332614137, 127.75399746338734",4
2024-03-06 12:27:00,Fri,18.3,Southville,"angbutter, plain bread, croissant, lemon ade","[1.0, 1.0, 1.0, 1.0]",Completed,"37.877311559544836, 127.75458192475978",1
2024-03-06 13:12:00,Fri,27.0,City Centre,"plain bread, jam, croissant","[1.0, 5.0, 4.0]",Completed,"37.88903428465259, 127.84428891876397",1
2024-03-06 13:21:00,Fri,20.6,Southville,"angbutter, milk tea, vanilla latte","[2.0, 1.0, 1.0]",Completed,"37.87708906301289, 127.75439020606512",5
2024-03-06 13:24:00,Fri,21.1,Bedminster,"angbutter, americano, orange pound","[2.0, 1.0, 1.0]",Completed,"37.85641477996308, 127.73131789418726",3
2024-03-06 13:44:00,Fri,15.8,Cotham,"angbutter, tiramisu croissant, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.88744100681535, 127.74479211003045",2
2024-03-06 14:00:00,Fri,15.8,Stokes Croft,"angbutter, plain bread, pandoro","[1.0, 1.0, 1.0]",Completed,"37.859498439424954, 127.7509080224847",4
2024-03-06 14:05:00,Fri,16.3,Montpelier,"angbutter, caffe latte, cheese cake","[1.0, 1.0, 1.0]",Completed,"37.87628412858256, 127.74885905131728",3
2024-03-06 14:34:00,Fri,18.8,Gloucester Road,"angbutter, americano, croissant, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88535008687127, 127.72634061020837",4
2024-03-07 11:16:00,Sat,14.8,Totterdown,"angbutter, pain au chocolat, orange pound","[1.0, 1.0, 1.0]",Completed,,3
2024-03-07 11:29:00,Sat,20.8,City Centre,"angbutter, plain bread, croissant, tiramisu croissant, wiener","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88960307500223, 127.84480217778643",1
2024-03-07 12:00:00,Sat,19.3,Bedminster,"angbutter, plain bread, pandoro","[1.0, 2.0, 1.0]",Completed,"37.85498891542173, 127.73053001341432",3
2024-03-07 12:02:00,Sat,17.3,Old Market,"angbutter, plain bread, jam, tiramisu croissant","[1.0, 1.0, 1.0, 1.0]",Completed,"37.84215548118478, 127.78416630457407",5
2024-03-07 12:39:00,Sat,17.5,City Centre,"plain bread, caffe latte, cacao deep, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.889254922028066, 127.84542679493026",3
2024-03-07 12:58:00,Sat,23.0,Stokes Croft,"plain bread, croissant, tiramisu croissant, cacao deep, pandoro","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.859259647462686, 127.75009309171655",4
2024-03-07 12:59:00,Sat,18.3,Montpelier,"angbutter, plain bread, pandoro","[1.0, 2.0, 1.0]",Completed,"37.87796326748026, 127.74851540859504",1
2024-03-07 12:59:00,Sat,14.8,City Centre,"angbutter, plain bread, caffe latte","[1.0, 1.0, 1.0]",Completed,"37.88839707292785, 127.8436008800761",4
2024-03-07 13:07:00,Sat,19.5,Montpelier,"caffe latte, cacao deep, pandoro","[2.0, 1.0, 1.0]",Completed,"37.87642358852526, 127.7479110729836",3
2024-03-07 13:17:00,Sat,15.5,Cotham,"caffe latte, orange pound, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.888866541229426, 127.74593753100739",2
2024-03-07 13:20:00,Sat,19.6,Montpelier,"angbutter, americano","[2.0, 2.0]",Completed,"37.87663290484553, 127.74883956330883",1
2024-03-07 13:53:00,Sat,28.1,Southville,"angbutter, americano, milk tea, gateau chocolat, pandoro, berry ade","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87764661359912, 127.75405516478062",3
2024-03-07 14:20:00,Sat,19.8,Montpelier,"angbutter, tiramisu croissant, cacao deep, vanilla latte","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87653501147257, 127.74881965605017",5
2024-03-07 14:40:00,Sat,14.0,Totterdown,"americano, croissant, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,,5
2024-03-07 14:54:00,Sat,15.6,Kingsdown,angbutter,[3.0],Completed,,3
2024-03-07 14:56:00,Sat,16.8,Bedminster,"angbutter, croissant, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.85506841360246, 127.73116437135758",3
2024-03-08 11:09:00,Sun,14.8,Totterdown,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,,2
2024-03-08 11:19:00,Sun,19.0,Montpelier,"plain bread, jam, croissant, cacao deep, milk tea","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87748299026194, 127.74865099889657",5
2024-03-08 11:38:00,Sun,16.8,Montpelier,"angbutter, plain bread, jam, cheese cake","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87706294245646, 127.7482217123447",1
2024-03-08 12:03:00,Sun,29.1,Easton,"angbutter, plain bread, croissant, tiramisu croissant, cacao deep","[2.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.92501469223913, 127.72784590581912",1
2024-03-08 12:03:00,Sun,19.6,Montpelier,"angbutter, plain bread, tiramisu croissant","[2.0, 1.0, 1.0]",Completed,"37.87723423235301, 127.74718323782254",3
2024-03-08 12:13:00,Sun,15.0,Montpelier,"plain bread, pandoro, cheese cake","[1.0, 1.0, 1.0]",Completed,"37.87647297321386, 127.7484795884547",3
2024-03-08 12:28:00,Sun,32.8,City Centre,"angbutter, americano, croissant, tiramisu croissant, lemon ade, vanilla latte","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.888835603867534, 127.84544498430341",3
2024-03-08 12:50:00,Sun,14.3,Barton Hill,"angbutter, plain bread, cacao deep","[1.0, 1.0, 1.0]",Completed,"37.87310023732641, 127.72811193467088",5
2024-03-08 12:52:00,Sun,21.3,City Centre,"angbutter, plain bread, cacao deep, milk tea, wiener","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88821436764737, 127.84521020840728",3
2024-03-08 13:26:00,Sun,20.3,St George,"angbutter, croissant, caffe latte, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.86098808111908, 127.70108229856831",4
2024-03-08 13:34:00,Sun,18.0,Easton,"almond croissant, wiener","[2.0, 2.0]",Completed,"37.92547423025686, 127.72840329509029",1
2024-03-08 13:44:00,Sun,19.6,Redfield,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,,5
2024-03-08 13:48:00,Sun,18.5,Barton Hill,"tiramisu croissant, pain au chocolat, cheese cake","[1.0, 2.0, 1.0]",Completed,"37.87242596555108, 127.72714256354293",1
2024-03-08 14:07:00,Sun,22.3,Barton Hill,"angbutter, plain bread, americano, pain au chocolat, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.87287672241314, 127.7272063849549",5
2024-03-08 15:18:00,Sun,25.4,Totterdown,"angbutter, almond croissant, vanilla latte","[3.0, 1.0, 1.0]",Completed,,1
2024-03-08 15:23:00,Sun,16.1,City Centre,"angbutter, vanilla latte","[2.0, 1.0]",Completed,"37.88876287862619, 127.84477964427867",5
2024-03-08 15:35:00,Sun,18.3,City Centre,"angbutter, plain bread, orange pound","[1.0, 2.0, 1.0]",Completed,"37.88820255850177, 127.84476830079457",2
2024-03-08 16:19:00,Sun,14.8,Kingsdown,angbutter,[3.0],Completed,,3
2024-03-09 11:23:00,Mon,21.3,Montpelier,"angbutter, plain bread, americano, pain au chocolat","[1.0, 1.0, 1.0, 2.0]",Completed,"37.87668487100029, 127.74747315406783",3
2024-03-09 11:42:00,Mon,14.8,Cotham,"angbutter, croissant, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.88726761719216, 127.74494366869693",2
2024-03-09 12:16:00,Mon,20.5,Bedminster,"angbutter, orange pound, vanilla latte","[1.0, 2.0, 1.0]",Completed,"37.85488681485343, 127.73119259253629",3
2024-03-09 12:24:00,Mon,16.0,Southville,"plain bread, jam, tiramisu croissant, vanilla latte","[1.0, 1.0, 1.0, 1.0]",Completed,"37.876478762108924, 127.75426481568392",4
2024-03-09 12:47:00,Mon,15.6,City Centre,"angbutter, americano","[2.0, 1.0]",Completed,"37.8899388255693, 127.84545465326882",1
2024-03-09 12:50:00,Mon,19.0,City Centre,"plain bread, tiramisu croissant, pandoro","[1.0, 1.0, 2.0]",Completed,"37.889176545163004, 127.8452858416385",4
2024-03-09 13:20:00,Mon,18.8,Southville,"angbutter, plain bread, cacao deep, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87753097981417, 127.75354159504533",4
2024-03-09 14:05:00,Mon,18.0,Gloucester Road,"plain bread, tiramisu croissant, pain au chocolat","[1.0, 2.0, 1.0]",Completed,"37.884787918318864, 127.72680727404551",4
2024-03-11 11:10:00,Wed,28.6,City Centre,"angbutter, plain bread, caffe latte, pandoro, vanilla latte","[2.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.889827536957384, 127.84503123610351",2
2024-03-11 11:24:00,Wed,24.3,City Centre,"angbutter, plain bread, croissant, pain au chocolat, milk tea, wiener","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88961753972009, 127.84508811722999",4
2024-03-11 11:51:00,Wed,16.0,Bedminster,"angbutter, tiramisu croissant, almond croissant","[1.0, 1.0, 1.0]",Completed,"37.85495183291302, 127.73122160918118",4
2024-03-11 11:57:00,Wed,27.1,City Centre,"angbutter, plain bread, croissant, tiramisu croissant, cacao deep","[2.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88867324377428, 127.84446557787987",3
2024-03-11 12:05:00,Wed,26.1,Ashley Down,"angbutter, plain bread, jam, pandoro","[3.0, 1.0, 1.0, 1.0]",Completed,"37.8858630339162, 127.71403386046492",1
2024-03-11 13:03:00,Wed,16.1,City Centre,"angbutter, berry ade","[2.0, 1.0]",Completed,"37.88815195544106, 127.8454318434622",3
2024-03-11 13:14:00,Wed,22.1,Kingsdown,"angbutter, plain bread, croissant","[2.0, 2.0, 1.0]",Completed,,3
2024-03-11 13:17:00,Wed,25.3,Ashley Down,"angbutter, plain bread, croissant, pain au chocolat","[1.0, 1.0, 3.0, 1.0]",Completed,"37.88647146738161, 127.71501740141368",5
2024-03-11 13:21:00,Wed,19.0,Southville,"pain au chocolat, pandoro","[1.0, 3.0]",Completed,"37.878328449480826, 127.75367159526726",5
2024-03-12 11:03:00,Thur,22.8,St George,"angbutter, croissant, caffe latte, pain au chocolat","[1.0, 1.0, 1.0, 2.0]",Completed,"37.85971414851412, 127.70080084912823",3
2024-03-12 11:20:00,Thur,34.1,Bedminster,"angbutter, plain bread, tiramisu croissant, pandoro, orange pound","[2.0, 1.0, 2.0, 1.0, 1.0]",Completed,"37.854868523348145, 127.73206013597022",4
2024-03-12 11:31:00,Thur,18.0,City Centre,"plain bread, tiramisu croissant, pain au chocolat, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88927523330485, 127.84415833890608",5
2024-03-12 11:42:00,Thur,27.8,Gloucester Road,"angbutter, plain bread, americano, orange pound, vanilla latte","[1.0, 1.0, 1.0, 1.0, 2.0]",Completed,"37.88547504841832, 127.72752669122792",1
2024-03-12 11:45:00,Thur,17.3,Gloucester Road,"angbutter, plain bread, croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88466641566614, 127.72630257393011",1
2024-03-12 12:23:00,Thur,20.8,Lawrence Hill,"angbutter, croissant, caffe latte, pain au chocolat, wiener","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.8795244249369, 127.73212162223969",3
2024-03-12 13:34:00,Thur,25.1,Stokes Croft,"angbutter, plain bread, tiramisu croissant","[2.0, 1.0, 2.0]",Completed,"37.8591040181362, 127.75131986141807",4
2024-03-12 13:56:00,Thur,47.0,Cotham,"angbutter, plain bread, jam, orange pound","[7.0, 2.0, 1.0, 1.0]",Completed,"37.88736840556509, 127.74658086993624",5
2024-03-12 14:32:00,Thur,16.1,Stokes Croft,"angbutter, tiramisu croissant, gateau chocolat","[1.0, 1.0, 1.0]",Completed,"37.8594381200201, 127.7500179431013",1
2024-03-12 15:17:00,Thur,22.8,City Centre,"angbutter, caffe latte, tiramisu croissant, orange pound, wiener","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88984231655609, 127.84524869766967",1
2024-03-13 11:46:00,Fri,23.8,Stokes Croft,"angbutter, croissant, tiramisu croissant, pain au chocolat, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.8605426679277, 127.75022881041608",2
2024-03-13 12:14:00,Fri,21.6,Old Market,"angbutter, tiramisu croissant","[2.0, 2.0]",Completed,"37.84085097926381, 127.78221587312758",2
2024-03-13 12:25:00,Fri,14.8,City Centre,"angbutter, pain au chocolat, milk tea","[1.0, 1.0, 1.0]",Completed,"37.889153700491505, 127.84381684645238",5
2024-03-13 12:30:00,Fri,14.8,Southville,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.8771628760977, 127.75360039645419",5
2024-03-13 12:35:00,Fri,18.8,Cotham,"plain bread, tiramisu croissant, gateau chocolat, cheese cake","[1.0, 1.0, 1.0, 1.0]",Completed,"37.888196146198915, 127.74554024229546",3
2024-03-13 12:37:00,Fri,25.1,Stokes Croft,"angbutter, croissant, tiramisu croissant, orange pound","[2.0, 1.0, 1.0, 1.0]",Completed,"37.85958836296543, 127.75054964729324",1
2024-03-13 13:43:00,Fri,15.3,Gloucester Road,"angbutter, orange pound","[2.0, 1.0]",Completed,"37.885040777706394, 127.72600450877073",1
2024-03-13 13:48:00,Fri,15.3,Southville,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.87732846506506, 127.75373749210009",2
2024-03-13 14:37:00,Fri,22.8,Bedminster,"angbutter, croissant, orange pound","[1.0, 3.0, 1.0]",Completed,"37.85495166396445, 127.7322248087575",1
2024-03-13 15:49:00,Fri,15.1,City Centre,"angbutter, gateau chocolat, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.88882094211536, 127.84451459258351",3
2024-03-13 15:58:00,Fri,19.6,Lawrence Hill,"angbutter, croissant, orange pound","[2.0, 1.0, 1.0]",Completed,"37.87934070278568, 127.73062674502236",3
2024-03-13 16:25:00,Fri,17.1,Ashley Down,"angbutter, orange pound","[2.0, 1.0]",Completed,"37.885793777610665, 127.71472952592485",1
2024-03-14 11:03:00,Sat,15.1,City Centre,"angbutter, tiramisu croissant, gateau chocolat","[1.0, 1.0, 1.0]",Completed,"37.88968001885929, 127.84474546110599",1
2024-03-14 11:11:00,Sat,28.3,Stokes Croft,"angbutter, tiramisu croissant, pandoro, wiener","[1.0, 2.0, 2.0, 1.0]",Completed,"37.85933653695456, 127.75072195743813",4
2024-03-14 11:29:00,Sat,15.3,Montpelier,"angbutter, pain au chocolat, wiener","[1.0, 1.0, 2.0]",Completed,"37.87724736789855, 127.74844101055139",1
2024-03-14 11:45:00,Sat,18.0,Bedminster,"angbutter, cacao deep, pandoro, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.85556829260201, 127.73116774376541",3
2024-03-14 12:22:00,Sat,19.0,Bedminster,"plain bread, tiramisu croissant, almond croissant","[2.0, 1.0, 1.0]",Completed,"37.85596995793947, 127.7317386903455",4
2024-03-14 12:57:00,Sat,17.5,City Centre,"plain bread, tiramisu croissant, cacao deep, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.888815785728596, 127.844321546688",5
2024-03-14 13:05:00,Sat,14.5,Montpelier,"plain bread, caffe latte, orange pound","[1.0, 1.0, 1.0]",Completed,"37.87781950058657, 127.74807264602477",2
2024-03-14 13:49:00,Sat,15.8,Cotham,"angbutter, plain bread, jam, americano","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88851108509855, 127.74619197119638",2
2024-03-14 13:52:00,Sat,21.8,Montpelier,"angbutter, plain bread, croissant, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.877448644327906, 127.74808802371695",5
2024-03-14 14:11:00,Sat,15.3,Clifton,"angbutter, americano, berry ade","[1.0, 1.0, 1.0]",Completed,"37.87132495584729, 127.72247465134605",5
2024-03-14 14:36:00,Sat,16.1,Southville,"angbutter, orange pound","[2.0, 1.0]",Completed,"37.878407924059054, 127.7551283161893",2
2024-03-14 14:47:00,Sat,15.8,City Centre,"angbutter, orange pound","[1.0, 2.0]",Completed,"37.888989977448155, 127.84516124138561",1
2024-03-15 11:13:00,Sun,19.3,Barton Hill,"angbutter, plain bread, tiramisu croissant, orange pound","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87271361599945, 127.72734345613398",3
2024-03-15 11:19:00,Sun,14.3,Barton Hill,"angbutter, cacao deep, pain au chocolat","[1.0, 1.0, 1.0]",Completed,"37.87300850932315, 127.7281003493484",2
2024-03-15 11:40:00,Sun,18.6,Montpelier,"angbutter, pain au chocolat, gateau chocolat, pandoro","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87634052505955, 127.74902604387108",5
2024-03-15 12:03:00,Sun,20.5,City Centre,"plain bread, croissant, tiramisu croissant","[2.0, 2.0, 1.0]",Completed,"37.889062923664554, 127.8439817747688",5
2024-03-15 12:35:00,Sun,15.6,Totterdown,"angbutter, cacao deep","[2.0, 1.0]",Completed,,2
2024-03-15 13:02:00,Sun,15.0,Montpelier,"tiramisu croissant, cacao deep, milk tea","[1.0, 1.0, 1.0]",Completed,"37.87772447601913, 127.74904794579322",3
2024-03-15 13:44:00,Sun,14.8,City Centre,"angbutter, plain bread, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.890034816783015, 127.84438082838587",3
2024-03-15 13:45:00,Sun,28.0,Cotham,"croissant, caffe latte, milk tea, pandoro","[1.0, 1.0, 3.0, 1.0]",Completed,"37.88747247137031, 127.74510685392329",1
2024-03-15 14:05:00,Sun,15.0,Montpelier,"tiramisu croissant, cacao deep, milk tea","[1.0, 1.0, 1.0]",Completed,"37.87725312241147, 127.74890439472325",2
2024-03-15 14:07:00,Sun,25.0,Gloucester Road,"plain bread, croissant, pain au chocolat, almond croissant","[1.0, 1.0, 2.0, 2.0]",Completed,"37.883700296622514, 127.72721248381286",4
2024-03-15 14:09:00,Sun,21.8,Southville,"angbutter, plain bread, americano, pain au chocolat","[1.0, 1.0, 2.0, 1.0]",Completed,"37.87814086270536, 127.75449030949895",5
2024-03-15 14:15:00,Sun,19.4,Montpelier,"angbutter, cacao deep, gateau chocolat","[1.0, 1.0, 1.0]",Completed,"37.87625331666435, 127.74871294678553",3
2024-03-15 14:18:00,Sun,16.0,Montpelier,"plain bread, croissant, tiramisu croissant, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.87813296014796, 127.74798641788105",4
2024-03-15 14:27:00,Sun,16.4,Redfield,angbutter,[3.0],Completed,,1
2024-03-16 11:11:00,Mon,19.3,Old Market,"angbutter, croissant, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.84099312301531, 127.78332227774202",2
2024-03-16 11:56:00,Mon,22.6,City Centre,"angbutter, plain bread, croissant","[3.0, 1.0, 1.0]",Completed,"37.88947857194063, 127.84511675350964",4
2024-03-16 11:59:00,Mon,26.8,City Centre,"angbutter, plain bread, tiramisu croissant, vanilla latte","[2.0, 2.0, 1.0, 1.0]",Completed,"37.88986358736998, 127.84512391391293",2
2024-03-16 12:32:00,Mon,15.3,Ashley Down,"angbutter, plain bread","[2.0, 1.0]",Completed,"37.88542904180143, 127.71483667636596",3
2024-03-16 12:46:00,Mon,26.8,Bedminster,"angbutter, plain bread, americano, croissant, caffe latte","[1.0, 1.0, 1.0, 2.0, 1.0]",Completed,"37.85579504572945, 127.73124570342938",1
2024-03-16 12:58:00,Mon,23.1,Montpelier,"angbutter, plain bread, tiramisu croissant","[2.0, 2.0, 1.0]",Completed,"37.878143681439894, 127.7485275764085",3
2024-03-16 13:19:00,Mon,15.3,City Centre,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.88908632777025, 127.84441313094086",3
2024-03-16 13:23:00,Mon,20.8,Gloucester Road,"angbutter, plain bread, croissant","[1.0, 1.0, 3.0]",Completed,"37.88548815288148, 127.72612833708081",4
2024-03-16 13:29:00,Mon,14.8,Montpelier,"angbutter, pain au chocolat, vanilla latte","[1.0, 1.0, 1.0]",Completed,"37.876977999851164, 127.74887411994779",2
2024-03-16 13:45:00,Mon,17.0,City Centre,"plain bread, croissant, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.88921446626495, 127.84551899965466",4
2024-03-16 14:05:00,Mon,34.9,Cotham,"angbutter, plain bread, tiramisu croissant, pain au chocolat","[3.0, 2.0, 1.0, 2.0]",Completed,"37.887887641828435, 127.7448657634623",2
2024-03-16 16:13:00,Mon,26.8,Easton,"angbutter, vanilla latte","[1.0, 4.0]",Completed,"37.92384115250453, 127.72826492169769",1
2024-03-18 11:10:00,Wed,24.0,Barton Hill,"plain bread, croissant, tiramisu croissant","[3.0, 2.0, 1.0]",Completed,"37.87324138441028, 127.72774152316023",2
2024-03-18 11:32:00,Wed,20.1,Cotham,"angbutter, americano, orange pound","[2.0, 1.0, 1.0]",Completed,"37.88899859420649, 127.74482306380543",4
2024-03-18 11:43:00,Wed,30.5,Easton,"pain au chocolat, almond croissant, milk tea, wiener, vanilla latte","[1.0, 2.0, 1.0, 2.0, 1.0]",Completed,"37.92438762893147, 127.72963583298086",1
2024-03-18 12:08:00,Wed,14.0,City Centre,"plain bread, jam, orange pound, wiener","[1.0, 1.0, 1.0, 1.0]",Completed,"37.889078805956075, 127.84445040290079",4
2024-03-18 12:10:00,Wed,15.8,Stokes Croft,"angbutter, tiramisu croissant, pain au chocolat","[1.0, 1.0, 1.0]",Completed,"37.86009743692088, 127.75044998012523",1
2024-03-18 12:18:00,Wed,14.5,Southville,"plain bread, tiramisu croissant","[1.0, 2.0]",Completed,"37.878337529776644, 127.75473478060017",5
2024-03-18 12:29:00,Wed,39.1,Stokes Croft,"angbutter, plain bread, croissant, cacao deep, vanilla latte","[2.0, 2.0, 2.0, 2.0, 1.0]",Completed,"37.86039221364969, 127.75006227029556",1
2024-03-18 12:40:00,Wed,42.4,City Centre,"angbutter, plain bread, croissant, almond croissant, orange pound, wiener, merinque cookies","[3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.88859311678904, 127.84537102114794",1
2024-03-18 12:53:00,Wed,20.6,Gloucester Road,"angbutter, orange pound","[2.0, 2.0]",Completed,"37.88431821447389, 127.72738145137882",3
2024-03-18 13:06:00,Wed,17.5,St George,"angbutter, plain bread, croissant, pain au chocolat","[1.0, 1.0, 1.0, 1.0]",Completed,"37.86115850228064, 127.70091370841557",2
2024-03-18 13:42:00,Wed,25.7,Clifton,"angbutter, pandoro","[4.0, 1.0]",Completed,"37.87192631614155, 127.7232014232351",5
2024-03-18 14:06:00,Wed,27.9,Totterdown,"angbutter, pain au chocolat, orange pound","[3.0, 2.0, 1.0]",Completed,,2
2024-03-18 14:30:00,Wed,15.4,Southville,"angbutter, gateau chocolat","[2.0, 1.0]",Completed,"37.877308441910905, 127.75484070830727",3
2024-03-18 14:31:00,Wed,16.1,City Centre,"angbutter, milk tea","[2.0, 1.0]",Completed,"37.889730708337304, 127.84447262662158",1
2024-03-19 11:06:00,Thur,16.3,Stokes Croft,"angbutter, americano, tiramisu croissant","[1.0, 1.0, 1.0]",Completed,"37.86073215636043, 127.75021539420405",3
2024-03-19 11:07:00,Thur,14.0,Gloucester Road,"plain bread, jam","[3.0, 1.0]",Completed,"37.88350765272537, 127.72764769306255",5
2024-03-19 11:16:00,Thur,28.2,City Centre,"angbutter, gateau chocolat, orange pound","[2.0, 2.0, 2.0]",Completed,"37.88832787850587, 127.84501268684468",4
2024-03-19 12:25:00,Thur,23.1,Stokes Croft,"angbutter, plain bread, pain au chocolat, gateau chocolat, orange pound","[1.0, 1.0, 1.0, 1.0, 1.0]",Completed,"37.860860800622135, 127.7495030787558",3
2024-03-19 12:28:00,Thur,16.4,Clifton,angbutter,[3.0],Completed,"37.87217357461318, 127.72282407565906",1
2024-03-19 12:30:00,Thur,22.8,City Centre,"angbutter, plain bread, almond croissant","[1.0, 2.0, 2.0]",Completed,"37.88899517274021, 127.84554354599793",1
2024-03-19 14:38:00,Thur,17.6,City Centre,"angbutter, croissant, gateau chocolat","[1.0, 2.0, 1.0]",Completed,"37.88844840567372, 127.84374491335703",3
